time,P,
20050223:0200,0,
20050223:0300,0,
20050223:0400,0,
20050223:0500,0,
20050223:0600,0,
20050223:0700,0,
20050223:0800,0,
20050223:0900,0,
20050223:1000,0,
20050223:1100,5.49,
20050223:1200,48.46,
20050223:1300,144.3,
20050223:1400,237.45,
20050223:1500,213.44,
20050223:1600,749.13,
20050223:1700,800.12,
20050223:1800,793.58,
20050223:1900,261.91,
20050223:2000,608.38,
20050223:2100,417.24,
20050223:2200,142.24,
20050223:2300,0,
20050224:0000,0,
20050224:0100,0,
20050224:0200,0,
20050224:0300,0,
20050224:0400,0,
20050224:0500,0,
20050224:0600,0,
20050224:0700,0,
20050224:0800,0,
20050224:0900,0,
20050224:1000,0,
20050224:1100,5.46,
20050224:1200,49.33,
20050224:1300,256.4,
20050224:1400,475.42,
20050224:1500,643.54,
20050224:1600,752.08,
20050224:1700,801.41,
20050224:1800,545.95,
20050224:1900,313.53,
20050224:2000,601.91,
20050224:2100,409.28,
20050224:2200,137.64,
20050224:2300,0,
20050225:0000,0,
20050225:0100,0,
20050225:0200,0,
20050225:0300,0,
20050225:0400,0,
20050225:0500,0,
20050225:0600,0,
20050225:0700,0,
20050225:0800,0,
20050225:0900,0,
20050225:1000,0,
20050225:1100,6.03,
20050225:1200,49.17,
20050225:1300,218.48,
20050225:1400,168.32,
20050225:1500,395.5,
20050225:1600,438.46,
20050225:1700,550.59,
20050225:1800,783.91,
20050225:1900,341.73,
20050225:2000,595.28,
20050225:2100,403.56,
20050225:2200,133.36,
20050225:2300,0,
20050226:0000,0,
20050226:0100,0,
20050226:0200,0,
20050226:0300,0,
20050226:0400,0,
20050226:0500,0,
20050226:0600,0,
20050226:0700,0,
20050226:0800,0,
20050226:0900,0,
20050226:1000,0,
20050226:1100,5.99,
20050226:1200,33.05,
20050226:1300,103.21,
20050226:1400,465.64,
20050226:1500,317.44,
20050226:1600,401.02,
20050226:1700,449.47,
20050226:1800,782.75,
20050226:1900,719.25,
20050226:2000,593.37,
20050226:2100,402.98,
20050226:2200,132.48,
20050226:2300,0,
20050227:0000,0,
20050227:0100,0,
20050227:0200,0,
20050227:0300,0,
20050227:0400,0,
20050227:0500,0,
20050227:0600,0,
20050227:0700,0,
20050227:0800,0,
20050227:0900,0,
20050227:1000,0,
20050227:1100,6.58,
20050227:1200,50.49,
20050227:1300,256.11,
20050227:1400,472.83,
20050227:1500,638.16,
20050227:1600,747.61,
20050227:1700,799.71,
20050227:1800,793.58,
20050227:1900,732.16,
20050227:2000,608.05,
20050227:2100,416.15,
20050227:2200,141.74,
20050227:2300,0,
20050228:0000,0,
20050228:0100,0,
20050228:0200,0,
20050228:0300,0,
20050228:0400,0,
20050228:0500,0,
20050228:0600,0,
20050228:0700,0,
20050228:0800,0,
20050228:0900,0,
20050228:1000,0,
20050228:1100,7.24,
20050228:1200,51.93,
20050228:1300,260.36,
20050228:1400,476.68,
20050228:1500,639.9,
20050228:1600,745.7,
20050228:1700,793.68,
20050228:1800,784.03,
20050228:1900,720.44,
20050228:2000,595.02,
20050228:2100,404.95,
20050228:2200,134.11,
20050228:2300,0,
20050301:0000,0,
20050301:0100,0,
20050301:0200,0,
20050301:0300,0,
20050301:0400,0,
20050301:0500,0,
20050301:0600,0,
20050301:0700,0,
20050301:0800,0,
20050301:0900,0,
20050301:1000,0,
20050301:1100,7.19,
20050301:1200,87.24,
20050301:1300,257.51,
20050301:1400,471.39,
20050301:1500,363.88,
20050301:1600,545.35,
20050301:1700,783.72,
20050301:1800,505.49,
20050301:1900,711.87,
20050301:2000,590,
20050301:2100,402.19,
20050301:2200,135.77,
20050301:2300,0,
20050302:0000,0,
20050302:0100,0,
20050302:0200,0,
20050302:0300,0,
20050302:0400,0,
20050302:0500,0,
20050302:0600,0,
20050302:0700,0,
20050302:0800,0,
20050302:0900,0,
20050302:1000,0,
20050302:1100,0,
20050302:1200,33.05,
20050302:1300,193.04,
20050302:1400,471.28,
20050302:1500,630.16,
20050302:1600,734.55,
20050302:1700,418.04,
20050302:1800,481.72,
20050302:1900,288.12,
20050302:2000,592.02,
20050302:2100,405.25,
20050302:2200,138.25,
20050302:2300,0,
20050303:0000,0,
20050303:0100,0,
20050303:0200,0,
20050303:0300,0,
20050303:0400,0,
20050303:0500,0,
20050303:0600,0,
20050303:0700,0,
20050303:0800,0,
20050303:0900,0,
20050303:1000,0,
20050303:1100,7.82,
20050303:1200,53.56,
20050303:1300,260.99,
20050303:1400,473.34,
20050303:1500,633.4,
20050303:1600,742.07,
20050303:1700,794.21,
20050303:1800,788.88,
20050303:1900,727.4,
20050303:2000,602.92,
20050303:2100,411.52,
20050303:2200,137.25,
20050303:2300,0,
20050304:0000,0,
20050304:0100,0,
20050304:0200,0,
20050304:0300,0,
20050304:0400,0,
20050304:0500,0,
20050304:0600,0,
20050304:0700,0,
20050304:0800,0,
20050304:0900,0,
20050304:1000,0,
20050304:1100,8.49,
20050304:1200,91.1,
20050304:1300,239.48,
20050304:1400,399.98,
20050304:1500,642.23,
20050304:1600,746.63,
20050304:1700,793.55,
20050304:1800,783.82,
20050304:1900,560.14,
20050304:2000,463.81,
20050304:2100,255.27,
20050304:2200,67.55,
20050304:2300,0,
20050305:0000,0,
20050305:0100,0,
20050305:0200,0,
20050305:0300,0,
20050305:0400,0,
20050305:0500,0,
20050305:0600,0,
20050305:0700,0,
20050305:0800,0,
20050305:0900,0,
20050305:1000,0,
20050305:1100,9.12,
20050305:1200,85.47,
20050305:1300,248.9,
20050305:1400,480.63,
20050305:1500,639.99,
20050305:1600,600.14,
20050305:1700,626.75,
20050305:1800,665.45,
20050305:1900,319.84,
20050305:2000,266.64,
20050305:2100,388.55,
20050305:2200,105.37,
20050305:2300,0,
20050306:0000,0,
20050306:0100,0,
20050306:0200,0,
20050306:0300,0,
20050306:0400,0,
20050306:0500,0,
20050306:0600,0,
20050306:0700,0,
20050306:0800,0,
20050306:0900,0,
20050306:1000,0,
20050306:1100,9.76,
20050306:1200,88.38,
20050306:1300,268.07,
20050306:1400,479.27,
20050306:1500,634.41,
20050306:1600,733.65,
20050306:1700,776.47,
20050306:1800,764.28,
20050306:1900,707.85,
20050306:2000,589.74,
20050306:2100,404.63,
20050306:2200,138.91,
20050306:2300,0,
20050307:0000,0,
20050307:0100,0,
20050307:0200,0,
20050307:0300,0,
20050307:0400,0,
20050307:0500,0,
20050307:0600,0,
20050307:0700,0,
20050307:0800,0,
20050307:0900,0,
20050307:1000,0,
20050307:1100,9.78,
20050307:1200,57.45,
20050307:1300,271.33,
20050307:1400,487.3,
20050307:1500,650.84,
20050307:1600,345.87,
20050307:1700,359.35,
20050307:1800,571.39,
20050307:1900,531.59,
20050307:2000,425.7,
20050307:2100,333.47,
20050307:2200,103.35,
20050307:2300,0,
20050308:0000,0,
20050308:0100,0,
20050308:0200,0,
20050308:0300,0,
20050308:0400,0,
20050308:0500,0,
20050308:0600,0,
20050308:0700,0,
20050308:0800,0,
20050308:0900,0,
20050308:1000,0,
20050308:1100,10.41,
20050308:1200,94.25,
20050308:1300,183.35,
20050308:1400,176.18,
20050308:1500,313.32,
20050308:1600,485.34,
20050308:1700,568.97,
20050308:1800,611.91,
20050308:1900,735.87,
20050308:2000,610.6,
20050308:2100,419.09,
20050308:2200,146.03,
20050308:2300,0,
20050309:0000,0,
20050309:0100,0,
20050309:0200,0,
20050309:0300,0,
20050309:0400,0,
20050309:0500,0,
20050309:0600,0,
20050309:0700,0,
20050309:0800,0,
20050309:0900,0,
20050309:1000,0,
20050309:1100,11.09,
20050309:1200,59.62,
20050309:1300,274.41,
20050309:1400,488.56,
20050309:1500,648.63,
20050309:1600,753.59,
20050309:1700,800.57,
20050309:1800,791,
20050309:1900,726.9,
20050309:2000,601.71,
20050309:2100,411.02,
20050309:2200,141.93,
20050309:2300,0,
20050310:0000,0,
20050310:0100,0,
20050310:0200,0,
20050310:0300,0,
20050310:0400,0,
20050310:0500,0,
20050310:0600,0,
20050310:0700,0,
20050310:0800,0,
20050310:0900,0,
20050310:1000,0,
20050310:1100,11.72,
20050310:1200,60.38,
20050310:1300,276.12,
20050310:1400,488.95,
20050310:1500,645.23,
20050310:1600,746.91,
20050310:1700,791.23,
20050310:1800,779.82,
20050310:1900,719.34,
20050310:2000,598.18,
20050310:2100,410.09,
20050310:2200,143.85,
20050310:2300,0,
20050311:0000,0,
20050311:0100,0,
20050311:0200,0,
20050311:0300,0,
20050311:0400,0,
20050311:0500,0,
20050311:0600,0,
20050311:0700,0,
20050311:0800,0,
20050311:0900,0,
20050311:1000,0,
20050311:1100,12.42,
20050311:1200,62.04,
20050311:1300,279.72,
20050311:1400,492.72,
20050311:1500,649.64,
20050311:1600,751.31,
20050311:1700,795.11,
20050311:1800,782.6,
20050311:1900,720.85,
20050311:2000,597.96,
20050311:2100,409.92,
20050311:2200,143.16,
20050311:2300,0,
20050312:0000,0,
20050312:0100,0,
20050312:0200,0,
20050312:0300,0,
20050312:0400,0,
20050312:0500,0,
20050312:0600,0,
20050312:0700,0,
20050312:0800,0,
20050312:0900,0,
20050312:1000,0,
20050312:1100,15.07,
20050312:1200,61.82,
20050312:1300,274.82,
20050312:1400,485.24,
20050312:1500,642.33,
20050312:1600,567.97,
20050312:1700,790.4,
20050312:1800,779.07,
20050312:1900,584.45,
20050312:2000,248.81,
20050312:2100,237.15,
20050312:2200,138.49,
20050312:2300,0,
20050313:0000,0,
20050313:0100,0,
20050313:0200,0,
20050313:0300,0,
20050313:0400,0,
20050313:0500,0,
20050313:0600,0,
20050313:0700,0,
20050313:0800,0,
20050313:0900,0,
20050313:1000,0,
20050313:1100,13.06,
20050313:1200,63.71,
20050313:1300,190.61,
20050313:1400,371.87,
20050313:1500,492.37,
20050313:1600,760.45,
20050313:1700,807.55,
20050313:1800,797.01,
20050313:1900,735.85,
20050313:2000,612.09,
20050313:2100,422.19,
20050313:2200,149.84,
20050313:2300,0,
20050314:0000,0,
20050314:0100,0,
20050314:0200,0,
20050314:0300,0,
20050314:0400,0,
20050314:0500,0,
20050314:0600,0,
20050314:0700,0,
20050314:0800,0,
20050314:0900,0,
20050314:1000,0,
20050314:1100,16.56,
20050314:1200,65.48,
20050314:1300,237.38,
20050314:1400,332.25,
20050314:1500,663.67,
20050314:1600,768.75,
20050314:1700,815.46,
20050314:1800,803.78,
20050314:1900,742,
20050314:2000,617.12,
20050314:2100,424.54,
20050314:2200,152.29,
20050314:2300,0,
20050315:0000,0,
20050315:0100,0,
20050315:0200,0,
20050315:0300,0,
20050315:0400,0,
20050315:0500,0,
20050315:0600,0,
20050315:0700,0,
20050315:0800,0,
20050315:0900,0,
20050315:1000,0,
20050315:1100,17.27,
20050315:1200,66.44,
20050315:1300,286.25,
20050315:1400,499.61,
20050315:1500,658.17,
20050315:1600,760.31,
20050315:1700,803.82,
20050315:1800,790.87,
20050315:1900,729.36,
20050315:2000,605.65,
20050315:2100,416.55,
20050315:2200,144.43,
20050315:2300,0,
20050316:0000,0,
20050316:0100,0,
20050316:0200,0,
20050316:0300,0,
20050316:0400,0,
20050316:0500,0,
20050316:0600,0,
20050316:0700,0,
20050316:0800,0,
20050316:0900,0,
20050316:1000,0,
20050316:1100,17.93,
20050316:1200,67.93,
20050316:1300,289.75,
20050316:1400,505.41,
20050316:1500,667.24,
20050316:1600,773.97,
20050316:1700,821.75,
20050316:1800,811.24,
20050316:1900,746.28,
20050316:2000,619.11,
20050316:2100,424.86,
20050316:2200,147.71,
20050316:2300,0,
20050317:0000,0,
20050317:0100,0,
20050317:0200,0,
20050317:0300,0,
20050317:0400,0,
20050317:0500,0,
20050317:0600,0,
20050317:0700,0,
20050317:0800,0,
20050317:0900,0,
20050317:1000,0,
20050317:1100,17.9,
20050317:1200,68.88,
20050317:1300,289.63,
20050317:1400,503.04,
20050317:1500,661.29,
20050317:1600,763.22,
20050317:1700,807.61,
20050317:1800,795.02,
20050317:1900,731.98,
20050317:2000,607.13,
20050317:2100,415.78,
20050317:2200,146,
20050317:2300,0,
20050318:0000,0,
20050318:0100,0,
20050318:0200,0,
20050318:0300,0,
20050318:0400,0,
20050318:0500,0,
20050318:0600,0,
20050318:0700,0,
20050318:0800,0,
20050318:0900,0,
20050318:1000,0,
20050318:1100,18.61,
20050318:1200,69.78,
20050318:1300,289.45,
20050318:1400,497.8,
20050318:1500,650.68,
20050318:1600,746.76,
20050318:1700,786.07,
20050318:1800,770.82,
20050318:1900,710.67,
20050318:2000,589.46,
20050318:2100,402.67,
20050318:2200,138.96,
20050318:2300,0,
20050319:0000,0,
20050319:0100,0,
20050319:0200,0,
20050319:0300,0,
20050319:0400,0,
20050319:0500,0,
20050319:0600,0,
20050319:0700,0,
20050319:0800,0,
20050319:0900,0,
20050319:1000,0,
20050319:1100,18.56,
20050319:1200,70.51,
20050319:1300,288.43,
20050319:1400,497.21,
20050319:1500,651.67,
20050319:1600,750.62,
20050319:1700,791.94,
20050319:1800,776.99,
20050319:1900,713.62,
20050319:2000,590.01,
20050319:2100,400.72,
20050319:2200,134.22,
20050319:2300,0,
20050320:0000,0,
20050320:0100,0,
20050320:0200,0,
20050320:0300,0,
20050320:0400,0,
20050320:0500,0,
20050320:0600,0,
20050320:0700,0,
20050320:0800,0,
20050320:0900,0,
20050320:1000,0,
20050320:1100,19.18,
20050320:1200,88.6,
20050320:1300,290.88,
20050320:1400,500.9,
20050320:1500,657.27,
20050320:1600,758.23,
20050320:1700,801.82,
20050320:1800,788.72,
20050320:1900,723.58,
20050320:2000,597,
20050320:2100,405.28,
20050320:2200,135.6,
20050320:2300,0,
20050321:0000,0,
20050321:0100,0,
20050321:0200,0,
20050321:0300,0,
20050321:0400,0,
20050321:0500,0,
20050321:0600,0,
20050321:0700,0,
20050321:0800,0,
20050321:0900,0,
20050321:1000,0,
20050321:1100,19.98,
20050321:1200,74.43,
20050321:1300,295.28,
20050321:1400,507.04,
20050321:1500,664.49,
20050321:1600,766.15,
20050321:1700,810.48,
20050321:1800,797.23,
20050321:1900,729.88,
20050321:2000,602.44,
20050321:2100,408.49,
20050321:2200,136.26,
20050321:2300,0,
20050322:0000,0,
20050322:0100,0,
20050322:0200,0,
20050322:0300,0,
20050322:0400,0,
20050322:0500,0,
20050322:0600,0,
20050322:0700,0,
20050322:0800,0,
20050322:0900,0,
20050322:1000,0,
20050322:1100,20.67,
20050322:1200,109.43,
20050322:1300,297.16,
20050322:1400,508.85,
20050322:1500,667.94,
20050322:1600,769.6,
20050322:1700,812.24,
20050322:1800,796.55,
20050322:1900,726.08,
20050322:2000,593.92,
20050322:2100,398.33,
20050322:2200,129.58,
20050322:2300,0,
20050323:0000,0,
20050323:0100,0,
20050323:0200,0,
20050323:0300,0,
20050323:0400,0,
20050323:0500,0,
20050323:0600,0,
20050323:0700,0,
20050323:0800,0,
20050323:0900,0,
20050323:1000,0,
20050323:1100,21.39,
20050323:1200,80.58,
20050323:1300,218.37,
20050323:1400,508.87,
20050323:1500,666.88,
20050323:1600,769.75,
20050323:1700,813.67,
20050323:1800,799.07,
20050323:1900,730.17,
20050323:2000,598.08,
20050323:2100,402.63,
20050323:2200,129.02,
20050323:2300,0,
20050324:0000,0,
20050324:0100,0,
20050324:0200,0,
20050324:0300,0,
20050324:0400,0,
20050324:0500,0,
20050324:0600,0,
20050324:0700,0,
20050324:0800,0,
20050324:0900,0,
20050324:1000,0,
20050324:1100,22.13,
20050324:1200,79.28,
20050324:1300,300.16,
20050324:1400,509.45,
20050324:1500,664.28,
20050324:1600,764.5,
20050324:1700,807.67,
20050324:1800,792.73,
20050324:1900,726.05,
20050324:2000,596.75,
20050324:2100,402.32,
20050324:2200,129.91,
20050324:2300,0,
20050325:0000,0,
20050325:0100,0,
20050325:0200,0,
20050325:0300,0,
20050325:0400,0,
20050325:0500,0,
20050325:0600,0,
20050325:0700,0,
20050325:0800,0,
20050325:0900,0,
20050325:1000,0,
20050325:1100,8.44,
20050325:1200,113.38,
20050325:1300,298.95,
20050325:1400,505.64,
20050325:1500,658.91,
20050325:1600,760.11,
20050325:1700,625.53,
20050325:1800,466.29,
20050325:1900,175.54,
20050325:2000,598.44,
20050325:2100,403.75,
20050325:2200,131.17,
20050325:2300,0,
20050326:0000,0,
20050326:0100,0,
20050326:0200,0,
20050326:0300,0,
20050326:0400,0,
20050326:0500,0,
20050326:0600,0,
20050326:0700,0,
20050326:0800,0,
20050326:0900,0,
20050326:1000,0,
20050326:1100,22.88,
20050326:1200,58.41,
20050326:1300,122.54,
20050326:1400,321.07,
20050326:1500,484.37,
20050326:1600,750.36,
20050326:1700,791.29,
20050326:1800,537.45,
20050326:1900,710.36,
20050326:2000,583.85,
20050326:2100,32.42,
20050326:2200,122.44,
20050326:2300,0,
20050327:0000,0,
20050327:0100,0,
20050327:0200,0,
20050327:0300,0,
20050327:0400,0,
20050327:0500,0,
20050327:0600,0,
20050327:0700,0,
20050327:0800,0,
20050327:0900,0,
20050327:1000,0,
20050327:1100,23.65,
20050327:1200,112.6,
20050327:1300,302.5,
20050327:1400,507.13,
20050327:1500,658.32,
20050327:1600,756.49,
20050327:1700,798.07,
20050327:1800,782.4,
20050327:1900,715.38,
20050327:2000,586.59,
20050327:2100,159.55,
20050327:2200,122.69,
20050327:2300,0,
20050328:0000,0,
20050328:0100,0,
20050328:0200,0,
20050328:0300,0,
20050328:0400,0,
20050328:0500,0,
20050328:0600,0,
20050328:0700,0,
20050328:0800,0,
20050328:0900,0,
20050328:1000,0,
20050328:1100,0,
20050328:1200,102.02,
20050328:1300,304.61,
20050328:1400,510.91,
20050328:1500,663.99,
20050328:1600,764.02,
20050328:1700,805.93,
20050328:1800,790.84,
20050328:1900,722.13,
20050328:2000,591.95,
20050328:2100,394.76,
20050328:2200,121.95,
20050328:2300,0,
20050329:0000,0,
20050329:0100,0,
20050329:0200,0,
20050329:0300,0,
20050329:0400,0,
20050329:0500,0,
20050329:0600,0,
20050329:0700,0,
20050329:0800,0,
20050329:0900,0,
20050329:1000,0,
20050329:1100,25.08,
20050329:1200,87.64,
20050329:1300,305.24,
20050329:1400,509.68,
20050329:1500,661.22,
20050329:1600,758,
20050329:1700,797.34,
20050329:1800,779.21,
20050329:1900,712.06,
20050329:2000,583.66,
20050329:2100,179.01,
20050329:2200,116.75,
20050329:2300,0,
20050330:0000,0,
20050330:0100,0,
20050330:0200,0,
20050330:0300,0,
20050330:0400,0,
20050330:0500,0,
20050330:0600,0,
20050330:0700,0,
20050330:0800,0,
20050330:0900,0,
20050330:1000,0,
20050330:1100,25.82,
20050330:1200,89.71,
20050330:1300,306.94,
20050330:1400,509.6,
20050330:1500,660.17,
20050330:1600,755.51,
20050330:1700,794.5,
20050330:1800,776.93,
20050330:1900,233.39,
20050330:2000,226.34,
20050330:2100,386.04,
20050330:2200,115.08,
20050330:2300,0,
20050331:0000,0,
20050331:0100,0,
20050331:0200,0,
20050331:0300,0,
20050331:0400,0,
20050331:0500,0,
20050331:0600,0,
20050331:0700,0,
20050331:0800,0,
20050331:0900,0,
20050331:1000,0,
20050331:1100,26.59,
20050331:1200,109.89,
20050331:1300,278.5,
20050331:1400,511.99,
20050331:1500,661.98,
20050331:1600,758.61,
20050331:1700,798.42,
20050331:1800,782.2,
20050331:1900,713.29,
20050331:2000,584,
20050331:2100,387.84,
20050331:2200,115.99,
20050331:2300,0,
20050401:0000,0,
20050401:0100,0,
20050401:0200,0,
20050401:0300,0,
20050401:0400,0,
20050401:0500,0,
20050401:0600,0,
20050401:0700,0,
20050401:0800,0,
20050401:0900,0,
20050401:1000,0,
20050401:1100,26.47,
20050401:1200,92.27,
20050401:1300,305.69,
20050401:1400,505.62,
20050401:1500,653.43,
20050401:1600,749.62,
20050401:1700,789.85,
20050401:1800,772.66,
20050401:1900,703.62,
20050401:2000,572.43,
20050401:2100,376.45,
20050401:2200,106.8,
20050401:2300,0,
20050402:0000,0,
20050402:0100,0,
20050402:0200,0,
20050402:0300,0,
20050402:0400,0,
20050402:0500,0,
20050402:0600,0,
20050402:0700,0,
20050402:0800,0,
20050402:0900,0,
20050402:1000,0,
20050402:1100,27.87,
20050402:1200,121.67,
20050402:1300,241.88,
20050402:1400,508.15,
20050402:1500,656.3,
20050402:1600,752.02,
20050402:1700,791.94,
20050402:1800,774.19,
20050402:1900,701.02,
20050402:2000,569,
20050402:2100,372.48,
20050402:2200,106.29,
20050402:2300,0,
20050403:0000,0,
20050403:0100,0,
20050403:0200,0,
20050403:0300,0,
20050403:0400,0,
20050403:0500,0,
20050403:0600,0,
20050403:0700,0,
20050403:0800,0,
20050403:0900,0,
20050403:1000,0,
20050403:1100,27.83,
20050403:1200,95.46,
20050403:1300,308.07,
20050403:1400,506.77,
